year_month,수소이온농도표층,수온(℃)표층,염분표층,용존산소량(㎎/L)표층,클로로필A(㎍/L)표층,bluecarbon_area_km2,수소이온농도표층_scaled,수온(℃)표층_scaled,염분표층_scaled,용존산소량(㎎/L)표층_scaled,클로로필A(㎍/L)표층_scaled,bluecarbon_scaled
2015-02-01,8.105744680851064,7.982127659574469,34.1268085106383,9.80659574468085,0.6404255319148936,11.5198,0.1376903553299513,0.0491943277074859,0.9266095283346428,0.6795033530310071,0.151277752375146,0.0
2015-05-01,8.182340425531915,12.828297872340425,33.97893617021277,10.074893617021276,0.7329787234042554,11.5766,0.4422588832487335,0.3051329303099085,0.8758063631878077,0.7632295332315251,0.1866382157191485,0.014270639666348117
2015-08-01,8.202978723404255,24.248297872340427,32.899574468085106,8.737659574468086,0.4457446808510638,11.6354,0.5243231810490698,0.9082522417241612,0.5049798066555802,0.3459265653011094,0.0768988467205202,0.02904376664489261
2015-11-01,8.222765957446809,14.425744680851064,32.897659574468086,8.754255319148935,0.7197872340425532,11.6942,0.6030033840947553,0.3894981684158483,0.5043219239414487,0.3511055042825841,0.1815983335873596,0.043816893623436215
2016-02-01,8.219574468085106,8.18659574468085,34.03212765957447,10.176595744680853,0.6123404255319149,11.7529,0.590313028764804,0.0599928085039441,0.8940808830247988,0.7949671336564634,0.1405476807397246,0.05856489623637007
2016-05-01,8.071117021276596,13.84595744680851,33.99489361702128,8.58531914893617,0.5997872340425532,11.8104,0.0,0.3588781266152774,0.8812887191389045,0.2983865613173098,0.1357516638723772,0.0730114064619869
2016-08-01,8.071117021276596,20.60723404255319,32.46531914893617,8.1,0.4570212765957447,11.8692,0.0,0.7159583792165765,0.3557866267063829,0.1469357944359606,0.0812071330589849,0.0877845334405305
2016-11-01,8.179574468085105,14.798510638297872,33.407659574468084,8.064893617021276,1.0251063829787237,11.9279,0.4312605752961076,0.4091848888689124,0.679538020138521,0.1359803465905318,0.2982472184118274,0.10253253605346435
2017-02-01,8.262978723404256,11.382765957446807,34.340425531914896,9.03595744680851,0.4031914893617021,11.9867,0.7629018612521179,0.2287907049913478,1.0,0.4390146736604472,0.0606411624244271,0.11730566303200884
2017-05-01,8.222978723404255,12.685106382978724,33.35893617021277,9.70531914893617,2.422127659574468,12.0435,0.6038494077834144,0.2975706227386115,0.6627985599678397,0.6478985459132858,0.8319869938525631,0.13157630269835696
2017-08-01,8.20531914893617,23.82829787234043,32.020425531914896,7.811276595744681,1.3048936170212766,12.1023,0.5336294416243632,0.8860709710767019,0.2029385427897896,0.0568355354890117,0.4051414926586394,0.14634942967690057
2017-11-01,8.241276595744681,15.746382978723403,33.72914893617021,8.074893617021276,0.9953191489361702,12.161,0.6766074450084645,0.4592444434456256,0.7899892180332948,0.1391009893101387,0.2868668394045623,0.16109743228983442
2018-02-01,8.19659574468085,8.077872340425532,34.153829787234045,9.464893617021277,0.244468085106383,12.2339,0.4989424703891671,0.0542508483718003,0.9358929844118348,0.5728703273355022,0.0,0.17941309481935575
2018-05-01,8.267446808510638,13.697234042553193,34.041489361702126,9.372978723404255,1.379787234042553,12.3314,0.7806683587140384,0.3510236645167089,0.8972971985161085,0.5441869729765623,0.4337550170197631,0.2039093512888801
2018-08-01,8.071117021276596,24.967021276595744,32.70914893617021,8.020851063829788,0.6802127659574467,12.4322,0.0,0.9462098568442816,0.4395570256391501,0.1222362392935401,0.166478687191993,0.22923471182352628
2018-11-01,8.274893617021275,16.96468085106383,33.45106382978724,8.133829787234044,1.548936170212766,12.5329,0.8102791878172511,0.52358585972088,0.6944500283255071,0.1574928623597378,0.4983793120967332,0.25453494799256315
